polarity,review_id,sentence_id,text,op_category,op_target,op_OTE_offset,tokens
positive,720620,720620:4,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",FOOD#QUALITY,Ow Ley Soh,"('61', '71')","['Try', 'congee', 'donut', 'like', 'deep', 'fried', 'dough', 'call', 'Ow', 'Ley', 'Soh', 'delicious', 'sweet', 'tasting', 'bread']"
positive,720620,720620:5,Simply some good tasting Chinese food at incredible prices...,FOOD#QUALITY,Chinese food,"('25', '37')","['Simply', 'good', 'tasting', 'Chinese', 'food', 'incredible', 'prices']"
positive,720620,720620:5,Simply some good tasting Chinese food at incredible prices...,FOOD#PRICES,Chinese food,"('25', '37')","['Simply', 'good', 'tasting', 'Chinese', 'food', 'incredible', 'prices']"
negative,720620,720620:6,Service is not what you are coming here for...,SERVICE#GENERAL,Service,"('0', '7')","['Service', 'coming']"
positive,720620,720620:8,Big Wong is a great place to eat and fill your stomach.,RESTAURANT#GENERAL,Big Wong,"('0', '8')","['Big', 'Wong', 'great', 'place', 'eat', 'fill', 'stomach']"
positive,735448,735448:1,"whoever the jazz duo was, they were on POINT.",AMBIENCE#GENERAL,jazz duo,"('12', '20')","['whoever', 'jazz', 'duo', 'POINT']"
positive,735448,735448:2,"good music, great food, speedy service affordable prices.",AMBIENCE#GENERAL,music,"('5', '10')","['good', 'music', 'great', 'food', 'speedy', 'service', 'affordable', 'prices']"
positive,735448,735448:2,"good music, great food, speedy service affordable prices.",FOOD#QUALITY,food,"('18', '22')","['good', 'music', 'great', 'food', 'speedy', 'service', 'affordable', 'prices']"
positive,735448,735448:2,"good music, great food, speedy service affordable prices.",SERVICE#GENERAL,service,"('31', '38')","['good', 'music', 'great', 'food', 'speedy', 'service', 'affordable', 'prices']"
positive,735448,735448:2,"good music, great food, speedy service affordable prices.",RESTAURANT#PRICES,NULL,"('0', '0')","['good', 'music', 'great', 'food', 'speedy', 'service', 'affordable', 'prices']"
positive,735448,735448:3,even the wine by the glass was good.,DRINKS#QUALITY,wine by the glass,"('9', '26')","['even', 'wine', 'glass', 'good']"
neutral,735448,735448:4,"its a little out of the way if you don't live in the neighborhood, but definitely worth the trip from wherever you are.",LOCATION#GENERAL,NULL,"('0', '0')","['little', 'way', 'live', 'neighborhood', 'definitely', 'worth', 'trip', 'wherever']"
positive,735448,735448:4,"its a little out of the way if you don't live in the neighborhood, but definitely worth the trip from wherever you are.",RESTAURANT#GENERAL,NULL,"('0', '0')","['little', 'way', 'live', 'neighborhood', 'definitely', 'worth', 'trip', 'wherever']"
positive,737999,737999:0,Consistently good Japanese Tapas.,FOOD#QUALITY,Japanese Tapas,"('18', '32')","['Consistently', 'good', 'Japanese', 'Tapas']"
positive,737999,737999:2,Always good drinks and service is pretty good;,DRINKS#QUALITY,drinks,"('12', '18')","['Always', 'good', 'drinks', 'service', 'pretty', 'good']"
positive,737999,737999:2,Always good drinks and service is pretty good;,SERVICE#GENERAL,service,"('23', '30')","['Always', 'good', 'drinks', 'service', 'pretty', 'good']"
positive,737999,737999:3,Atmosphere is nice and relaxed too...,AMBIENCE#GENERAL,Atmosphere,"('0', '10')","['Atmosphere', 'nice', 'relaxed']"
positive,737999,737999:4,A great place to meet up for some food and drinks...  ,RESTAURANT#MISCELLANEOUS,place,"('8', '13')","['A', 'great', 'place', 'meet', 'food', 'drinks']"
positive,737999,737999:5,Yakitori (bbq meats) is tasty too.,FOOD#QUALITY,Yakitori (bbq meats),"('0', '20')","['Yakitori', 'bbq', 'meats', 'tasty']"
negative,740923,740923:1,"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",FOOD#QUALITY,fish,"('41', '45')","['If', 'mind', 'low', 'quality', 'fish', 'unfriendly', 'staff', 'sushi', 'chef', 'looks', 'like', 'miserable', 'place']"
negative,740923,740923:1,"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",SERVICE#GENERAL,staff,"('58', '63')","['If', 'mind', 'low', 'quality', 'fish', 'unfriendly', 'staff', 'sushi', 'chef', 'looks', 'like', 'miserable', 'place']"
negative,740923,740923:1,"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",RESTAURANT#MISCELLANEOUS,sushi chef,"('70', '80')","['If', 'mind', 'low', 'quality', 'fish', 'unfriendly', 'staff', 'sushi', 'chef', 'looks', 'like', 'miserable', 'place']"
negative,740923,740923:2,Price and quality of fish alone will keep us from making a return visit.,FOOD#PRICES,fish,"('21', '25')","['Price', 'quality', 'fish', 'alone', 'keep', 'us', 'making', 'return', 'visit']"
negative,740923,740923:2,Price and quality of fish alone will keep us from making a return visit.,FOOD#QUALITY,fish,"('21', '25')","['Price', 'quality', 'fish', 'alone', 'keep', 'us', 'making', 'return', 'visit']"
negative,740923,740923:2,Price and quality of fish alone will keep us from making a return visit.,RESTAURANT#GENERAL,NULL,"('0', '0')","['Price', 'quality', 'fish', 'alone', 'keep', 'us', 'making', 'return', 'visit']"
negative,740923,740923:3,Wasn't going to share but I feel obligated...while sitting at the sushi bar dining we watched the chef accidentally drop a piece of Unagi on the floor and upon retrieving it from the floor proceed to use the piece in the delivery order he was preparing.,FOOD#QUALITY,chef,"('98', '102')","['going', 'share', 'I', 'feel', 'obligated', 'sitting', 'sushi', 'bar', 'dining', 'watched', 'chef', 'accidentally', 'drop', 'piece', 'Unagi', 'floor', 'upon', 'retrieving', 'floor', 'proceed', 'use', 'piece', 'delivery', 'order', 'preparing']"
negative,740923,740923:4,No thanks!!!,RESTAURANT#GENERAL,NULL,"('0', '0')","['No', 'thanks']"
positive,744478,744478:0,"This place, which is only a few months old, is perhaps Queens' biggest secret!",RESTAURANT#GENERAL,place,"('5', '10')","['This', 'place', 'months', 'old', 'perhaps', 'Queens', 'biggest', 'secret']"
positive,744478,744478:1,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",AMBIENCE#GENERAL,decor,"('9', '14')","['Fabulous', 'decor', 'makes', 'feel', 'like', 'trendy', 'Manhattan', 'restaurant', 'good', 'food', 'generally', 'friendly', 'staff', 'Manhattanite', 'spend', 'time', 'Manhattan', 'Rice', 'Avenue', 'make', 'feel', 'home', 'Soho', 'Village', 'Upper', 'West', 'Side', 'minus', 'expensive', 'prices', 'pretentious', 'clientele', 'Roosevelt', 'Avenue']"
positive,744478,744478:1,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",FOOD#QUALITY,food,"('93', '97')","['Fabulous', 'decor', 'makes', 'feel', 'like', 'trendy', 'Manhattan', 'restaurant', 'good', 'food', 'generally', 'friendly', 'staff', 'Manhattanite', 'spend', 'time', 'Manhattan', 'Rice', 'Avenue', 'make', 'feel', 'home', 'Soho', 'Village', 'Upper', 'West', 'Side', 'minus', 'expensive', 'prices', 'pretentious', 'clientele', 'Roosevelt', 'Avenue']"
positive,744478,744478:1,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",FOOD#PRICES,food,"('93', '97')","['Fabulous', 'decor', 'makes', 'feel', 'like', 'trendy', 'Manhattan', 'restaurant', 'good', 'food', 'generally', 'friendly', 'staff', 'Manhattanite', 'spend', 'time', 'Manhattan', 'Rice', 'Avenue', 'make', 'feel', 'home', 'Soho', 'Village', 'Upper', 'West', 'Side', 'minus', 'expensive', 'prices', 'pretentious', 'clientele', 'Roosevelt', 'Avenue']"
positive,744478,744478:1,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",SERVICE#GENERAL,staff,"('134', '139')","['Fabulous', 'decor', 'makes', 'feel', 'like', 'trendy', 'Manhattan', 'restaurant', 'good', 'food', 'generally', 'friendly', 'staff', 'Manhattanite', 'spend', 'time', 'Manhattan', 'Rice', 'Avenue', 'make', 'feel', 'home', 'Soho', 'Village', 'Upper', 'West', 'Side', 'minus', 'expensive', 'prices', 'pretentious', 'clientele', 'Roosevelt', 'Avenue']"
positive,744478,744478:1,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",AMBIENCE#GENERAL,Rice Avenue,"('212', '223')","['Fabulous', 'decor', 'makes', 'feel', 'like', 'trendy', 'Manhattan', 'restaurant', 'good', 'food', 'generally', 'friendly', 'staff', 'Manhattanite', 'spend', 'time', 'Manhattan', 'Rice', 'Avenue', 'make', 'feel', 'home', 'Soho', 'Village', 'Upper', 'West', 'Side', 'minus', 'expensive', 'prices', 'pretentious', 'clientele', 'Roosevelt', 'Avenue']"
positive,744478,744478:1,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",LOCATION#GENERAL,Rice Avenue,"('212', '223')","['Fabulous', 'decor', 'makes', 'feel', 'like', 'trendy', 'Manhattan', 'restaurant', 'good', 'food', 'generally', 'friendly', 'staff', 'Manhattanite', 'spend', 'time', 'Manhattan', 'Rice', 'Avenue', 'make', 'feel', 'home', 'Soho', 'Village', 'Upper', 'West', 'Side', 'minus', 'expensive', 'prices', 'pretentious', 'clientele', 'Roosevelt', 'Avenue']"
positive,744478,744478:1,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",RESTAURANT#PRICES,Rice Avenue,"('212', '223')","['Fabulous', 'decor', 'makes', 'feel', 'like', 'trendy', 'Manhattan', 'restaurant', 'good', 'food', 'generally', 'friendly', 'staff', 'Manhattanite', 'spend', 'time', 'Manhattan', 'Rice', 'Avenue', 'make', 'feel', 'home', 'Soho', 'Village', 'Upper', 'West', 'Side', 'minus', 'expensive', 'prices', 'pretentious', 'clientele', 'Roosevelt', 'Avenue']"
negative,746254,746254:0,We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,SERVICE#GENERAL,waiter,"('31', '37')","['We', 'seated', 'outside', 'waiter', 'spilled', 'red', 'wine', 'hot', 'tea', 'date']"
negative,746254,746254:1,We were then shooed inside.,SERVICE#GENERAL,NULL,"('0', '0')","['We', 'shooed', 'inside']"
negative,746254,746254:2,"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",SERVICE#GENERAL,waiter,"('87', '93')","['One', 'would', 'think', 'get', 'apology', 'complimentary', 'drinks', 'instead', 'got', 'snobby', 'waiter', 'even', 'take', 'order', '15', 'minutes', 'gave', 'us', 'lip', 'asked']"
negative,746254,746254:3,"We left, never to return.",RESTAURANT#GENERAL,NULL,"('0', '0')","['We', 'left', 'never', 'return']"
negative,746254,746254:4,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",FOOD#PRICES,food,"('66', '70')","['With', 'many', 'good', 'restaurants', 'UWS', 'I', 'need', 'overpriced', 'food', 'absurdly', 'arrogant', 'recognize', 'work', 'glorified', 'diner', 'clumsy', 'service', 'management', 'care']"
negative,746254,746254:4,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",SERVICE#GENERAL,wait-staff,"('90', '100')","['With', 'many', 'good', 'restaurants', 'UWS', 'I', 'need', 'overpriced', 'food', 'absurdly', 'arrogant', 'recognize', 'work', 'glorified', 'diner', 'clumsy', 'service', 'management', 'care']"
negative,746254,746254:4,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",SERVICE#GENERAL,service,"('160', '167')","['With', 'many', 'good', 'restaurants', 'UWS', 'I', 'need', 'overpriced', 'food', 'absurdly', 'arrogant', 'recognize', 'work', 'glorified', 'diner', 'clumsy', 'service', 'management', 'care']"
negative,746254,746254:4,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",SERVICE#GENERAL,management,"('173', '183')","['With', 'many', 'good', 'restaurants', 'UWS', 'I', 'need', 'overpriced', 'food', 'absurdly', 'arrogant', 'recognize', 'work', 'glorified', 'diner', 'clumsy', 'service', 'management', 'care']"
negative,751493,751493:0,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,SERVICE#GENERAL,service,"('91', '98')","['I', 'relatively', 'new', 'area', 'tried', 'Pick', 'bgel', '2nd', 'disappointed', 'service', 'I', 'thought', 'food', 'overated', 'pricey', 'side']"
negative,751493,751493:0,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,FOOD#PRICES,food,"('117', '121')","['I', 'relatively', 'new', 'area', 'tried', 'Pick', 'bgel', '2nd', 'disappointed', 'service', 'I', 'thought', 'food', 'overated', 'pricey', 'side']"
negative,751493,751493:0,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,FOOD#QUALITY,food,"('117', '121')","['I', 'relatively', 'new', 'area', 'tried', 'Pick', 'bgel', '2nd', 'disappointed', 'service', 'I', 'thought', 'food', 'overated', 'pricey', 'side']"
neutral,754495,754495:2,The food is okay and the prices here are mediocre.,FOOD#QUALITY,food,"('4', '8')","['The', 'food', 'okay', 'prices', 'mediocre']"
neutral,754495,754495:2,The food is okay and the prices here are mediocre.,RESTAURANT#PRICES,NULL,"('0', '0')","['The', 'food', 'okay', 'prices', 'mediocre']"
positive,757762,757762:0,Baluchi's has solid food and a nice decor at reasonable prices.,FOOD#QUALITY,food,"('20', '24')","['solid', 'food', 'nice', 'decor', 'reasonable', 'prices']"
positive,757762,757762:0,Baluchi's has solid food and a nice decor at reasonable prices.,AMBIENCE#GENERAL,decor,"('36', '41')","['solid', 'food', 'nice', 'decor', 'reasonable', 'prices']"
